OID_,Number,Name,Latitude,Longitude,District,Public_,Total_docks,shape_wkt,POINT_X,POINT_Y
212,C32099,Circuit Drive at American Legion Hwy,42.297041260000000,-71.091719269999999,Boston,Yes,19,POINT (-71.091719269999942 42.297041260000071),-71.091719269999942,42.297041260000071
213,S32010,Clarendon Hill at Broadway,42.406301999999997,-71.132446000000002,Somerville,Yes,15,POINT (-71.132445999999959 42.406302000000039),-71.132445999999959,42.406302000000039
214,C32104,Cleary Sq,42.255600000000001,-71.124440000000007,Boston,Yes,16,POINT (-71.124439999999936 42.255600000000072),-71.124439999999936,42.255600000000072
215,B32035,Cleveland Circle,42.335543080000001,-71.150615200000004,Boston,Yes,15,POINT (-71.150615199999947 42.335543080000036),-71.150615199999947,42.335543080000036
216,D32057,Clinton St at North St,42.360702840000002,-71.055249270000004,Boston,Yes,18,POINT (-71.055249269999933 42.360702840000044),-71.055249269999933,42.360702840000044
217,C32055,Codman Square Library,42.287361099999998,-71.071111000000002,Boston,Yes,17,POINT (-71.071110999999974 42.287361100000055),-71.071110999999974,42.287361100000055
218,B32006,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,42.340115120000000,-71.100618839999996,Boston,Yes,14,POINT (-71.100618839999981 42.340115120000064),-71.100618839999981,42.340115120000064
219,B32029,Columbia Rd at Ceylon St,42.309572000000003,-71.072900000000004,Boston,Yes,15,POINT (-71.072899999999947 42.30957200000006),-71.072899999999947,42.309572000000060
220,C32052,Columbia Rd at Tierney Community Center,42.330230710000002,-71.050600930000002,Boston,Yes,19,POINT (-71.050600929999973 42.33023071000008),-71.050600929999973,42.330230710000080
221,C32077,Columbus Ave at W. Canton St,42.344742250000003,-71.076481619999996,Boston,Yes,19,POINT (-71.076481619999981 42.344742250000024),-71.076481619999981,42.344742250000024
222,A32002,Commonwealth Ave at Agganis Way,42.351692020000002,-71.119034889999995,Boston,Yes,15,POINT (-71.119034889999966 42.35169202000003),-71.119034889999966,42.351692020000030
223,K32006,Commonwealth Ave At Babcock St,42.351547349999997,-71.121262459999997,Brookline,Yes,15,POINT (-71.121262459999969 42.351547350000033),-71.121262459999969,42.351547350000033
224,D32033,Commonwealth Ave at Chiswick Rd,42.340246450000002,-71.151688059999998,Boston,Yes,19,POINT (-71.151688059999969 42.340246450000052),-71.151688059999969,42.340246450000052
225,A32017,Commonwealth Ave at Griggs St,42.349224690000000,-71.132753030000003,Boston,Yes,15,POINT (-71.132753029999947 42.349224690000028),-71.132753029999947,42.349224690000028
226,D32034,Commonwealth Ave at Kelton St,42.348358630000000,-71.139972169999993,Boston,Yes,15,POINT (-71.139972169999965 42.348358630000064),-71.139972169999965,42.348358630000064
227,T32013,Community Life Center,42.520136000000001,-70.906271000000004,Salem,Yes,9,POINT (-70.906270999999947 42.520136000000036),-70.906270999999947,42.520136000000036
228,S32022,Community Path at Cedar Street,42.394072240000000,-71.111336949999995,Somerville,Yes,15,POINT (-71.111336949999952 42.394072240000071),-71.111336949999952,42.394072240000071
229,S32040,Community Path at Lowell St,42.392524999999999,-71.105587000000000,Somerville,Yes,19,POINT (-71.105586999999957 42.392525000000035),-71.105586999999957,42.392525000000035
230,M32074,Concord Ave at Spinelli Place,42.390718999999997,-71.153887699999999,Cambridge,Yes,19,POINT (-71.153887699999984 42.390719000000047),-71.153887699999984,42.390719000000047
231,D32009,Congress St at Boston City Hall,42.360417750000003,-71.057522440000000,Boston,Yes,23,POINT (-71.057522439999957 42.360417750000067),-71.057522439999957,42.360417750000067
232,C32032,Congress St at Northern Ave,42.348100000000002,-71.037639999999996,Boston,Yes,15,POINT (-71.037639999999953 42.348100000000045),-71.037639999999953,42.348100000000045
233,S32004,Conway Park - Somerville Avenue,42.383638949999998,-71.108536720000004,Somerville,Yes,23,POINT (-71.108536719999961 42.383638950000034),-71.108536719999961,42.383638950000034
234,S32045,Conway Park @ Bleachery Ct (Temp Winter Station),42.383457499999999,-71.107710600000004,Somerville,Yes,19,POINT (-71.107710599999962 42.383457500000077),-71.107710599999962,42.383457500000077
235,K32001,Coolidge Corner - Beacon St at Centre St,42.341597999999998,-71.123338000000004,Brookline,Yes,19,POINT (-71.123337999999933 42.341598000000033),-71.123337999999933,42.341598000000033
236,W32001,Coolidge Sq.,42.372076110000002,-71.156831310000001,Watertown,Yes,12,POINT (-71.156831309999973 42.37207611000008),-71.156831309999973,42.372076110000080
237,D32005,Copley Square - Dartmouth St at Boylston St,42.349928280000000,-71.077392070000002,Boston,Yes,28,POINT (-71.077392069999974 42.349928280000029),-71.077392069999974,42.349928280000029
238,D32010,Cross St at Hanover St,42.362811000000001,-71.056066999999999,Boston,Yes,19,POINT (-71.056066999999985 42.362811000000079),-71.056066999999985,42.362811000000079
239,Z32999,Cummins Highway at Blue Hill Ave T Stop,42.269988470000001,-71.097461830000000,Boston,Yes,14,POINT (-71.097461829999986 42.269988470000044),-71.097461829999986,42.269988470000044
240,E32001,Curtis Hall - South St at Centre St,42.309054000000003,-71.115430000000003,Boston,Yes,15,POINT (-71.115429999999947 42.30905400000006),-71.115429999999947,42.309054000000060
241,K32009,Cypress St at Clark Playground,42.327843170000001,-71.125362220000000,Brookline,Yes,15,POINT (-71.125362219999943 42.327843170000051),-71.125362219999943,42.327843170000051
242,M32030,Dana Park,42.361780439999997,-71.108099519999996,Cambridge,Yes,19,POINT (-71.108099519999939 42.361780440000075),-71.108099519999939,42.361780440000075
243,M32031,Danehy Park,42.388966000000003,-71.132788000000005,Cambridge,Yes,17,POINT (-71.132787999999948 42.388966000000039),-71.132787999999948,42.388966000000039
244,M32075,Danehy Park at New Street,42.389456000000003,-71.139019000000005,Cambridge,Yes,19,POINT (-71.139018999999962 42.389456000000052),-71.139018999999962,42.389456000000052
245,D32045,Dartmouth St at Newbury St,42.350961439999999,-71.077828109999999,Boston,Yes,19,POINT (-71.077828109999984 42.350961440000049),-71.077828109999984,42.350961440000049
246,S32006,Davis Square,42.396968999999999,-71.123024000000001,Somerville,Yes,25,POINT (-71.123023999999987 42.39696900000007),-71.123023999999987,42.396969000000070
247,A32051,Day Sq,42.379294999999999,-71.027732999999998,Boston,Yes,16,POINT (-71.027732999999955 42.37929500000007),-71.027732999999955,42.379295000000070
248,B32037,Deerfield St at Commonwealth Ave,42.349243770000001,-71.097282100000001,Boston,Yes,19,POINT (-71.097282099999973 42.349243770000044),-71.097282099999973,42.349243770000044
249,T32018,Derby Street,42.520096180000003,-70.891390439999995,Salem,Yes,11,POINT (-70.891390439999952 42.520096180000053),-70.891390439999952,42.520096180000053
250,M32066,Discovery Park - 30 Acorn Park Drive,42.397908170000001,-71.147971310000003,Cambridge,Yes,23,POINT (-71.147971309999946 42.397908170000051),-71.147971309999946,42.397908170000051
251,C32009,Dorchester Ave at Gillette Park,42.344040509999999,-71.057376270000006,Boston,Yes,15,POINT (-71.057376269999963 42.34404051000007),-71.057376269999963,42.344040510000070
252,C32066,Dorchester Ave at King St,42.291718000000003,-71.062571000000005,Boston,Yes,15,POINT (-71.062570999999934 42.29171800000006),-71.062570999999934,42.291718000000060
253,B32017,Dudley Square - Bolling Building,42.329842990000003,-71.083865720000006,Boston,Yes,0,POINT (-71.083865719999949 42.329842990000031),-71.083865719999949,42.329842990000031
254,C32015,Dudley Town Common - Mt Pleasant Ave at Blue Hill Ave,42.325333000000001,-71.075354000000004,Boston,Yes,15,POINT (-71.075353999999948 42.325333000000057),-71.075353999999948,42.325333000000057
255,A32031,East Boston Neighborhood Health Center - 20 Maverick Square,42.369535999999997,-71.039430999999993,Boston,Yes,16,POINT (-71.039430999999979 42.369536000000039),-71.039430999999979,42.369536000000039
256,S32017,East Somerville Library (Broadway and Illinois),42.387628110000001,-71.083187159999994,Somerville,Yes,15,POINT (-71.083187159999966 42.387628110000037),-71.083187159999966,42.387628110000037
257,S32038,Edgerly Education Center,42.387174629999997,-71.087143889999993,Somerville,Yes,15,POINT (-71.087143889999936 42.387174630000061),-71.087143889999936,42.387174630000061
258,A32022,Edwards Playground - Main St at Eden St,42.378965000000001,-71.068607000000000,Boston,Yes,19,POINT (-71.068606999999986 42.378965000000051),-71.068606999999986,42.378965000000051
259,M32034,EF - North Point Park,42.369884999999996,-71.069957000000002,Cambridge,Yes,23,POINT (-71.069956999999988 42.369885000000068),-71.069956999999988,42.369885000000068
260,E32004,Egleston Square - Atherton St at Washington St,42.315691999999999,-71.098634000000004,Boston,Yes,15,POINT (-71.098633999999947 42.31569200000007),-71.098633999999947,42.315692000000070
261,V32005,Encore,42.393292629999998,-71.072447600000004,Everett,Yes,15,POINT (-71.072447599999975 42.393292630000076),-71.072447599999975,42.393292630000076
262,T32011,Essex St at Dalton Parkway,42.516222999999997,-70.905535000000000,Salem,Yes,11,POINT (-70.905534999999986 42.516223000000025),-70.905534999999986,42.516223000000025
263,V32003,Everett Square (Broadway at Chelsea St),42.407016020000000,-71.056450010000006,Everett,Yes,14,POINT (-71.056450009999935 42.407016020000071),-71.056450009999935,42.407016020000071
264,A32000,Fan Pier,42.353390509999997,-71.044571399999995,Boston,Yes,15,POINT (-71.044571399999938 42.353390510000054),-71.044571399999938,42.353390510000054
265,C32051,Farragut Rd at E. 6th St,42.333399999999997,-71.024950000000004,Boston,Yes,23,POINT (-71.024949999999933 42.33340000000004),-71.024949999999933,42.333400000000040
266,C32041,Fields Corner T Stop,42.299633489999998,-71.060689760000002,Boston,Yes,15,POINT (-71.060689759999946 42.299633490000076),-71.060689759999946,42.299633490000076
267,B32064,Flat 9 at Whittier,42.334203510000002,-71.087676169999995,Boston,Yes,15,POINT (-71.087676169999952 42.334203510000066),-71.087676169999952,42.334203510000066
268,S32047,Foley St at Grand Union Blvd,42.393018400000003,-71.080716850000002,Somerville,Yes,19,POINT (-71.080716849999988 42.393018400000074),-71.080716849999988,42.393018400000074
269,E32010,Forest Hills,42.300922999999997,-71.114249000000001,Boston,Yes,40,POINT (-71.114248999999973 42.300923000000068),-71.114248999999973,42.300923000000068
270,T32010,Forest River Park,42.506394999999998,-70.886930000000007,Salem,Yes,11,POINT (-70.88692999999995 42.506395000000055),-70.886929999999950,42.506395000000055
271,B32062,Forsyth St at Huntington Ave,42.339202000000000,-71.090511000000006,Boston,Yes,15,POINT (-71.090510999999935 42.339202000000057),-71.090510999999935,42.339202000000057
272,S32015,Foss Park,42.391084380000002,-71.090394259999997,Somerville,Yes,15,POINT (-71.090394259999982 42.391084380000052),-71.090394259999982,42.391084380000052
273,C32037,Four Corners - 157 Washington St,42.304127930000000,-71.079295279999997,Boston,Yes,11,POINT (-71.07929527999994 42.30412793000005),-71.079295279999940,42.304127930000050
274,C32111,Four Corners/Geneva T Stop,42.303215350000002,-71.078209880000003,Boston,Yes,15,POINT (-71.078209879999974 42.303215350000073),-71.078209879999974,42.303215350000073
275,C32027,Franklin Park - Seaver St at Humboldt Ave,42.309795999999999,-71.092224999999999,Boston,Yes,15,POINT (-71.092224999999985 42.309796000000063),-71.092224999999985,42.309796000000063
276,C32030,Franklin Park Zoo - Franklin Park Rd at Blue Hill Ave,42.303469000000000,-71.085346999999999,Boston,Yes,14,POINT (-71.085346999999956 42.303469000000064),-71.085346999999956,42.303469000000064
277,M32051,Fresh Pond Reservation,42.382678280000000,-71.143478950000002,Cambridge,Yes,17,POINT (-71.143478949999974 42.38267828000005),-71.143478949999974,42.382678280000050
278,M32078,Galileo Galilei Way at Fulkerson St/Binney St,42.366420400000003,-71.088541800000002,Cambridge,Yes,19,POINT (-71.088541799999973 42.366420400000038),-71.088541799999973,42.366420400000038
279,M32072,Galileo Galilei Way at Main Street,42.363003780000000,-71.089740379999995,Cambridge,Yes,19,POINT (-71.089740379999967 42.363003780000042),-71.089740379999967,42.363003780000042
280,C32040,Gallivan Blvd at Adams St,42.282975680000000,-71.054666979999993,Boston,Yes,15,POINT (-71.054666979999979 42.28297568000005),-71.054666979999979,42.282975680000050
281,C32090,Geiger Gibson Community Health Center,42.318864679999997,-71.045367979999995,Boston,Yes,19,POINT (-71.04536797999998 42.318864680000047),-71.045367979999980,42.318864680000047
282,S32046,Gilman Square T at Medford St,42.386735500000000,-71.094644400000007,Somerville,Yes,19,POINT (-71.094644399999936 42.386735500000043),-71.094644399999936,42.386735500000043
283,V32006,Glendale Square (Ferry St at Broadway),42.414272939999996,-71.044796559999995,Everett,Yes,15,POINT (-71.044796559999952 42.414272940000046),-71.044796559999952,42.414272940000046
284,T32014,Goodhue St at Grove St,42.520896999999998,-70.910527999999999,Salem,Yes,11,POINT (-70.910527999999942 42.520897000000048),-70.910527999999942,42.520897000000048
285,M32081,Gore Street at Lambert Street,42.373079799999999,-71.086342340000002,Cambridge,Yes,19,POINT (-71.086342339999987 42.373079800000028),-71.086342339999987,42.373079800000028
286,A32049,Gove St at Orleans St,42.370577529999998,-71.035585400000002,Boston,Yes,19,POINT (-71.035585399999945 42.370577530000048),-71.035585399999945,42.370577530000048
287,B32032,Government Center - Cambridge St at Court St,42.359825399999998,-71.059795760000000,Boston,Yes,35,POINT (-71.059795759999986 42.359825400000034),-71.059795759999986,42.359825400000034
288,M32068,Graham and Parks School ? Linnaean St at Walker St,42.382944299999998,-71.124498310000007,Cambridge,Yes,18,POINT (-71.124498309999979 42.382944300000077),-71.124498309999979,42.382944300000077
289,V32015,Gramsdorf Playground,42.408155999999998,-71.042900000000003,Everett,Yes,14,POINT (-71.042899999999975 42.408156000000076),-71.042899999999975,42.408156000000076
290,E32005,Green Street T Stop - Green St at Amory St,42.310578999999997,-71.107341000000005,Boston,Yes,23,POINT (-71.107340999999963 42.310579000000075),-71.107340999999963,42.310579000000075
291,B32028,Grove Hall Library - 41 Geneva Ave,42.307910000000000,-71.080951999999996,Boston,Yes,15,POINT (-71.080951999999968 42.307910000000049),-71.080951999999968,42.307910000000049
292,S32019,Grove St at Community Path,42.396386810000003,-71.120113059999994,Somerville,Yes,15,POINT (-71.120113059999937 42.396386810000081),-71.120113059999937,42.396386810000081
293,F32005,Haines Square,42.423331370000000,-71.091245409999999,Medford,Yes,11,POINT (-71.091245409999942 42.423331370000028),-71.091245409999942,42.423331370000028
294,V32012,Hale Park,42.415327099999999,-71.052818299999998,Everett,Yes,11,POINT (-71.052818299999956 42.41532710000007),-71.052818299999956,42.415327100000070
295,C32113,Hancock St at Pleasant St,42.309819249999997,-71.060199380000000,,Yes,19,POINT (-71.060199379999972 42.309819250000032),-71.060199379999972,42.309819250000032
296,F32004,Harris Park,42.410818370000001,-71.081528660000004,Medford,Yes,11,POINT (-71.081528659999947 42.410818370000072),-71.081528659999947,42.410818370000072
297,D32043,Harrison Ave at Bennet St,42.349426100000002,-71.062099599999996,Boston,Yes,17,POINT (-71.062099599999954 42.349426100000073),-71.062099599999954,42.349426100000073
298,C32093,Harrison Ave at E. Dedham St,42.339193999999999,-71.069749999999999,Boston,Yes,19,POINT (-71.069749999999942 42.339194000000077),-71.069749999999942,42.339194000000077
299,C32057,Harrison Ave at Mullins Way,42.345215619999998,-71.063840310000003,Boston,Yes,19,POINT (-71.063840309999989 42.345215620000033),-71.063840309999989,42.345215620000033
300,D32035,Harvard Ave at Brainerd Rd,42.349530170000001,-71.130227710000000,Boston,Yes,15,POINT (-71.130227709999986 42.349530170000037),-71.130227709999986,42.349530170000037
301,M32016,Harvard Kennedy School at Bennett St / Eliot St,42.372216799999997,-71.121880709999999,Cambridge,Yes,23,POINT (-71.121880709999971 42.372216800000047),-71.121880709999971,42.372216800000047
302,M32020,Harvard Law School at Mass Ave / Jarvis St,42.379010999999998,-71.119945000000001,Cambridge,Yes,19,POINT (-71.119944999999973 42.379011000000048),-71.119944999999973,42.379011000000048
303,M32017,Harvard Square at Brattle St / Eliot St,42.373328800000003,-71.120986009999996,Cambridge,Yes,15,POINT (-71.120986009999967 42.373328800000024),-71.120986009999967,42.373328800000024
304,M32018,Harvard Square at Mass Ave/ Dunster,42.373268000000003,-71.118578999999997,Cambridge,Yes,19,POINT (-71.118578999999954 42.373268000000053),-71.118578999999954,42.373268000000053
305,K32017,Harvard St and Stedman St,42.344351760000002,-71.124903560000007,Brookline,Yes,15,POINT (-71.12490355999995 42.344351760000052),-71.124903559999950,42.344351760000052
306,M32055,Harvard St at Greene-Rose Heritage Park,42.365994329999999,-71.095222219999997,Cambridge,Yes,19,POINT (-71.095222219999982 42.365994330000035),-71.095222219999982,42.365994330000035
307,A32052,Harvard Stadium: N. Harvard St at Soldiers Field Rd,42.368018999999997,-71.124200000000002,Boston,Yes,15,POINT (-71.124199999999973 42.368019000000061),-71.124199999999973,42.368019000000061
308,M32023,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377944999999997,-71.116865000000004,Cambridge,Yes,17,POINT (-71.116864999999962 42.377945000000068),-71.116864999999962,42.377945000000068
309,M32021,Harvard University Gund Hall at Quincy St / Kirkland St,42.376368999999997,-71.114024999999998,Cambridge,Yes,15,POINT (-71.11402499999997 42.376369000000068),-71.114024999999970,42.376369000000068
310,M32014,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621000000002,-71.114214000000004,Cambridge,Yes,15,POINT (-71.114213999999947 42.366621000000066),-71.114213999999947,42.366621000000066
311,M32024,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287000000003,-71.125107000000000,Cambridge,Yes,19,POINT (-71.125106999999957 42.380287000000067),-71.125106999999957,42.380287000000067
312,M32038,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.369239069999999,-71.116870340000006,Cambridge,Yes,21,POINT (-71.116870339999934 42.369239070000049),-71.116870339999934,42.369239070000049
313,T32008,Hawthorne Boulevard,42.522371399999997,-70.890333100000007,Salem,Yes,9,POINT (-70.890333099999964 42.522371400000054),-70.890333099999964,42.522371400000054
314,K32010,High St at Cypress St,42.324645109999999,-71.121352310000006,Brookline,Yes,15,POINT (-71.121352309999963 42.324645110000063),-71.121352309999963,42.324645110000063
315,B32003,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,42.337417479999999,-71.102861169999997,Boston,Yes,25,POINT (-71.102861169999983 42.337417480000056),-71.102861169999983,42.337417480000056
316,A32040,Honan Library,42.360273700000000,-71.128524519999999,Boston,Yes,15,POINT (-71.128524519999985 42.36027370000005),-71.128524519999985,42.360273700000050
317,D32060,Hood Park,42.380045350000003,-71.073045730000004,Boston,Yes,23,POINT (-71.073045729999933 42.380045350000046),-71.073045729999933,42.380045350000046
318,F32006,Hormel Stadium,42.407216439999999,-71.096515060000002,Medford,Yes,11,POINT (-71.096515059999945 42.40721644000007),-71.096515059999945,42.407216440000070
319,B32033,Huntington Ave at Mass Art,42.336585550000002,-71.098869960000002,Boston,Yes,15,POINT (-71.098869959999945 42.336585550000052),-71.098869959999945,42.336585550000052
320,M32044,Huron Ave At Vassal Lane,42.381650610000001,-71.134269810000006,Cambridge,Yes,19,POINT (-71.134269809999978 42.381650610000065),-71.134269809999978,42.381650610000065
321,C32089,Hyde Park Ave at Walk Hill St,42.296067049999998,-71.116011999999998,Boston,Yes,15,POINT (-71.116011999999955 42.296067050000033),-71.116011999999955,42.296067050000033
322,E32013,Hyde Park Library,42.256837599999997,-71.122508999999994,Boston,Yes,15,POINT (-71.12250899999998 42.25683760000004),-71.122508999999980,42.256837600000040
323,E32003,Hyde Square - Barbara St at Centre St,42.321765259999999,-71.109841610000004,Boston,Yes,15,POINT (-71.109841609999933 42.321765260000063),-71.109841609999933,42.321765260000063
324,C32020,ID Building East,42.344827000000002,-71.028664000000006,Boston,Yes,17,POINT (-71.028663999999935 42.344827000000066),-71.028663999999935,42.344827000000066
325,C32021,ID Building West,42.344796000000002,-71.031614000000005,Boston,Yes,19,POINT (-71.031613999999934 42.344796000000031),-71.031613999999934,42.344796000000031
326,C32025,Ink Block - Harrison Ave at Herald St,42.345900999999998,-71.063186999999999,Boston,Yes,25,POINT (-71.063186999999971 42.345901000000026),-71.063186999999971,42.345901000000026
327,M32062,Inman Square at Springfield St.,42.374267140000001,-71.100264789999997,Cambridge,Yes,25,POINT (-71.100264789999983 42.374267140000029),-71.100264789999983,42.374267140000029
328,A32011,Innovation Lab - 125 Western Ave at Batten Way,42.363712759999999,-71.124597789999996,Boston,Yes,19,POINT (-71.124597789999939 42.363712760000055),-71.124597789999939,42.363712760000055
329,E32006,Jackson Square T Stop,42.322931169999997,-71.100141410000006,Boston,Yes,18,POINT (-71.100141409999935 42.322931170000061),-71.100141409999935,42.322931170000061
330,D32052,Jamaica St at South St,42.306045630000000,-71.115708909999995,Boston,Yes,19,POINT (-71.115708909999967 42.306045630000028),-71.115708909999967,42.306045630000028
331,K32004,JFK Crossing at Harvard St. / Thorndike St.,42.346551239999997,-71.128332110000002,Brookline,Yes,15,POINT (-71.128332109999974 42.346551240000053),-71.128332109999974,42.346551240000053
332,C32013,JFK/UMass T Stop,42.320339740000001,-71.051180360000004,Boston,Yes,31,POINT (-71.051180359999933 42.320339740000065),-71.051180359999933,42.320339740000065
333,M32083,John Ahern Field at Kennedy-Longfellow School,42.369035670000002,-71.086309600000007,Cambridge,Yes,19,POINT (-71.086309599999936 42.369035670000073),-71.086309599999936,42.369035670000073
334,V32013,Kearins Playground,42.406161240000003,-71.060416549999999,Everett,Yes,11,POINT (-71.060416549999957 42.406161240000074),-71.060416549999957,42.406161240000074
335,M32032,Kendall Street,42.363560159999999,-71.082167920000003,Cambridge,Yes,17,POINT (-71.082167919999961 42.363560160000077),-71.082167919999961,42.363560160000077
336,M32004,Kendall T,42.362427840000002,-71.084954740000001,Cambridge,Yes,23,POINT (-71.084954739999944 42.362427840000066),-71.084954739999944,42.362427840000066
337,B32010,Kenmore Square,42.348706000000000,-71.097009000000000,Boston,Yes,26,POINT (-71.097008999999957 42.34870600000005),-71.097008999999957,42.348706000000050
338,M32065,Kennedy-Longfellow School 158 Spring St,42.369552980000002,-71.085790149999994,Cambridge,Yes,19,POINT (-71.08579014999998 42.369552980000037),-71.085790149999980,42.369552980000037
339,T32006,Lafayette at Leach St,42.511427840000003,-70.891833009999999,Salem,Yes,11,POINT (-70.891833009999971 42.511427840000067),-70.891833009999971,42.511427840000067
340,M32009,Lafayette Square at Mass Ave / Main St / Columbia St,42.363464690000001,-71.100573240000003,Cambridge,Yes,15,POINT (-71.10057323999996 42.363464690000058),-71.100573239999960,42.363464690000058
341,B32015,Landmark Center - Brookline Ave at Park Dr,42.343690559999999,-71.102352870000004,Boston,Yes,15,POINT (-71.102352869999947 42.343690560000027),-71.102352869999947,42.343690560000027
342,N32008,Langley Lot,42.330528000000001,-71.192860999999994,Newton,Yes,11,POINT (-71.192860999999937 42.330528000000072),-71.192860999999937,42.330528000000072
343,B32058,Lansdowne T Stop,42.347344730000003,-71.100168080000003,Boston,Yes,27,POINT (-71.100168079999946 42.347344730000032),-71.100168079999946,42.347344730000032
344,D32061,Lenox St at Kendall St,42.337594850000002,-71.082550589999997,Boston,Yes,17,POINT (-71.082550589999983 42.337594850000073),-71.082550589999983,42.337594850000073
345,M32039,Lesley University,42.386748019999999,-71.119018789999998,Cambridge,Yes,15,POINT (-71.119018789999984 42.386748020000027),-71.119018789999984,42.386748020000027
346,A32057,Lewis Mall Wharf,42.365678709999997,-71.040301319999998,Boston,Yes,21,POINT (-71.040301319999969 42.365678710000054),-71.040301319999969,42.365678710000054
347,D32006,Lewis Wharf at Atlantic Ave,42.363871000000003,-71.050877000000000,Boston,Yes,19,POINT (-71.050876999999957 42.363871000000074),-71.050876999999957,42.363871000000074
348,M32025,Linear Park - Mass. Ave. at Cameron Ave.,42.397827999999997,-71.130516000000000,Cambridge,Yes,19,POINT (-71.130515999999943 42.397828000000061),-71.130515999999943,42.397828000000061
349,L32002,Linwood St at Minuteman Bikeway,42.409353959999997,-71.149065190000002,Arlington,Yes,11,POINT (-71.149065189999988 42.409353960000033),-71.149065189999988,42.409353960000033
350,A32004,Longwood Ave at Binney St,42.338628999999997,-71.106499999999997,Boston,Yes,15,POINT (-71.106499999999983 42.338629000000026),-71.106499999999983,42.338629000000026
351,M32022,Lower Cambridgeport at Magazine St / Riverside Rd,42.357218500000002,-71.113871630000006,Cambridge,Yes,19,POINT (-71.113871629999949 42.357218500000045),-71.113871629999949,42.357218500000045
352,S32013,Magoun Square at Trum Field,42.397783400000002,-71.105940039999993,Somerville,Yes,19,POINT (-71.10594003999995 42.397783400000037),-71.105940039999950,42.397783400000037
353,D32020,Main St at Austin St,42.375602999999998,-71.064608000000007,Boston,Yes,11,POINT (-71.064607999999964 42.375603000000069),-71.064607999999964,42.375603000000069
354,D32036,Main St at Baldwin St,42.380856999999999,-71.070628999999997,Boston,Yes,19,POINT (-71.07062899999994 42.380857000000049),-71.070628999999940,42.380857000000049
355,F32001,Main St at Brooks Park,42.411709000000002,-71.110444000000001,Medford,Yes,11,POINT (-71.110443999999973 42.41170900000003),-71.110443999999973,42.411709000000030
356,D32038,Main St at Thompson Sq,42.374878469999999,-71.063834990000004,Boston,Yes,15,POINT (-71.063834989999975 42.374878470000056),-71.063834989999975,42.374878470000056
357,M32080,Main Street/Albany Street/Technology Square,42.362901600000001,-71.091566900000004,Cambridge,Yes,23,POINT (-71.091566899999975 42.362901600000043),-71.091566899999975,42.362901600000043
358,G32001,Malden Center T Station,42.426541000000000,-71.073178999999996,Malden,Yes,11,POINT (-71.073178999999982 42.426541000000043),-71.073178999999982,42.426541000000043
359,G32003,Malden High School,42.426537660000001,-71.063936949999999,Malden,Yes,11,POINT (-71.06393694999997 42.426537660000065),-71.063936949999970,42.426537660000065
360,K32012,Marion St at Harvard St,42.340122430000001,-71.120705639999997,Brookline,Yes,15,POINT (-71.120705639999983 42.340122430000065),-71.120705639999983,42.340122430000065
361,E32012,Martha Eliot Health Center,42.324173000000002,-71.101960000000005,Boston,Yes,16,POINT (-71.101959999999963 42.32417300000003),-71.101959999999963,42.324173000000030
362,M32061,Mass Ave at Albany St,42.361358379999999,-71.096702739999998,Cambridge,Yes,18,POINT (-71.096702739999955 42.36135838000007),-71.096702739999955,42.361358380000070
363,M32056,Mass Ave at Hadley/Walden,42.391209719999999,-71.122607549999998,Cambridge,Yes,19,POINT (-71.122607549999941 42.391209720000063),-71.122607549999941,42.391209720000063
364,C32063,Mass Ave T Station,42.341356159999997,-71.083369529999999,Boston,Yes,14,POINT (-71.08336952999997 42.341356160000032),-71.083369529999970,42.341356160000032
365,M32085,Mass Ave/Lafayette Square,42.363564990000000,-71.100441840000002,Cambridge,Yes,15,POINT (-71.100441839999974 42.363564990000043),-71.100441839999974,42.363564990000043
366,C32004,Massachusetts Ave at Columbus Ave,42.340834999999998,-71.081619700000005,Boston,Yes,13,POINT (-71.081619699999976 42.340835000000027),-71.081619699999976,42.340835000000027
367,C32050,Mattapan Library,42.277388899999998,-71.093249999999998,Boston,Yes,15,POINT (-71.093249999999955 42.277388900000062),-71.093249999999955,42.277388900000062
368,C32045,Mattapan T Stop,42.267901999999999,-71.093641000000005,Boston,Yes,15,POINT (-71.093640999999934 42.267902000000049),-71.093640999999934,42.267902000000049
369,A32030,Maverick Square - Lewis Mall,42.368844080000002,-71.039778290000001,Boston,Yes,33,POINT (-71.039778289999958 42.368844080000031),-71.039778289999958,42.368844080000031
370,A32044,Maverick St at Massport Path,42.367741219999999,-71.033359750000002,Boston,Yes,15,POINT (-71.033359749999988 42.367741220000028),-71.033359749999988,42.367741220000028
371,T32004,Mayor Salvo Path at Mill St,42.518035200000000,-70.895700750000003,Salem,Yes,11,POINT (-70.895700749999946 42.518035200000043),-70.895700749999946,42.518035200000043
372,C32112,Meaney Playground - Pleasant St at E Cottage St,42.318702750000000,-71.058899780000004,,Yes,17,POINT (-71.058899779999933 42.318702750000057),-71.058899779999933,42.318702750000057
